참치회,static/img/sashimi/1.jpg,0,13,4,0
문어숙회,static/img/sashimi/2.jpg,0,14,4,0
오징어회,static/img/sashimi/3.jpg,0,15,4,0
우럭회,static/img/sashimi/4.jpg,0,16,4,0
